_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,432.871906479,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,1.0,asymm_garage_mallet,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-36.4525052012,36.4525052012,384.0,0.0,384.0,-217.0,-7.0,correction awayHandle,0.0,218.0,0.0,3.27,0.0,89.5,81.0,222.0,0.497950819672,3.33,0.497950819672,212.6,-31.0,196.0,-0.190573770492,2.94,-0.190573770492,1918.9
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,308.451586842,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,1.0,asymm_garage_paintbrush,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,34.2252274893,-34.2252274893,384.0,0.0,384.0,206.0,6.0,correction awayHandle,13.0,-213.0,0.0737240075614,-6.58762886598,-0.0737240075614,90.2,-32.0,-212.0,-0.181474480151,-6.55670103093,0.181474480151,2108.1,57.0,-202.0,0.323251417769,-6.24742268041,-0.323251417769,2509.3
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,353.210593184,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,1.0,asymm_kitchen_sharpeningsteel,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-21.7534568235,21.7534568235,384.0,0.0,384.0,-231.0,-7.0,correction towardsHandle,-38.0,230.0,-0.209558823529,9.58333333333,0.209558823529,89.9,68.0,240.0,0.375,10.0,-0.375,209.2,17.0,234.0,0.09375,9.75,-0.09375,1840.6
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,430.202915609,psycho,bouton 1,bouton 2,French,black,32.0,A,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,1.0,asymm_kitchen_knife,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-3.1534946827,3.1534946827,384.0,0.0,384.0,186.0,5.0,correction awayHandle,-52.0,-196.0,-0.294896030246,-9.1875,-0.294896030246,294.2,,,,,,,,,,,,
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,406.034498636,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,2.0,asymm_garage_hammer,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,47.7368632756,-47.7368632756,384.0,0.0,384.0,192.0,5.0,correction awayHandle,19.0,-192.0,0.114688128773,-2.98445595855,-0.114688128773,89.3,-45.0,-185.0,-0.271629778672,-2.87564766839,0.271629778672,876.7,-20.0,-154.0,-0.120724346076,-2.39378238342,0.120724346076,2594.4
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,310.879706429,psycho,bouton 1,bouton 2,French,black,32.0,F,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,1.0,asymm_kitchen_washingbrush,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-24.7741455651,24.7741455651,384.0,0.0,384.0,229.0,6.0,correction awayHandle,82.0,-244.0,0.465028355388,-5.63076923077,0.465028355388,223.6,,,,,,,,,,,,
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,354.308560515,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,2.0,asymm_kitchen_peeler,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-0.7641027481,0.7641027481,384.0,0.0,384.0,-180.0,-6.0,correction awayHandle,41.0,171.0,0.283410138249,7.77272727273,0.283410138249,90.8,-29.0,180.0,-0.200460829493,8.18181818182,-0.200460829493,180.9,18.0,208.0,0.124423963134,9.45454545455,0.124423963134,2314.3
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,368.393211277,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,1.0,symm_kitchen_carrot,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-11.7403457719,11.7403457719,384.0,0.0,384.0,-176.0,-6.0,correction awayHandle,-47.0,176.0,-0.324884792627,5.38775510204,0.324884792627,91.0,35.0,176.0,0.241935483871,5.38775510204,-0.241935483871,305.0,0.0,174.0,0.0,5.32653061224,-0,2071.6
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,373.581204048,psycho,bouton 1,bouton 2,French,black,32.0,A,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,leveller,NA,NA,2.0,symm_garage_leveller,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-8.226194568,8.226194568,384.0,0.0,384.0,-221.0,-7.0,correction awayHandle,-45.0,224.0,-0.271084337349,5.89473684211,-0.271084337349,89.6,12.0,207.0,0.0722891566265,5.44736842105,0.0722891566265,435.6,4.0,228.0,0.0240963855422,6.0,0.0240963855422,2206.3
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,406.388169734,psycho,bouton 1,bouton 2,French,black,32.0,F,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,2.0,symm_kitchen_roller,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,8.2230146991,-8.2230146991,384.0,0.0,384.0,-237.0,-7.0,correction awayHandle,39.0,236.0,0.208556149733,8.74074074074,0.208556149733,210.3,,,,,,,,,,,,
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,369.775786708,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,2.0,asymm_garage_screwdriver,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-59.4625216496,59.4625216496,384.0,0.0,384.0,216.0,6.0,correction towardsHandle,-5.0,-214.0,-0.0283553875236,-7.92592592593,0.0283553875236,89.7,62.0,-206.0,0.351606805293,-7.62962962963,-0.351606805293,966.3,-54.0,-222.0,-0.306238185255,-8.22222222222,0.306238185255,2382.2
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,405.160785693,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,ruler,NA,NA,2.0,symm_garage_ruler,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,13.6840295066,-13.6840295066,384.0,0.0,384.0,-206.0,-7.0,correction awayHandle,26.0,202.0,0.147169811321,6.18367346939,-0.147169811321,182.4,-17.0,205.0,-0.0962264150943,6.27551020408,0.0962264150943,3318.5,,,,,,
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,466.162197032,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,2.0,asymm_kitchen_spoon,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-13.4578679943,13.4578679943,384.0,0.0,384.0,-171.0,-6.0,correction awayHandle,-45.0,176.0,-0.244122965642,6.51851851852,-0.244122965642,91.7,85.0,182.0,0.461121157324,6.74074074074,0.461121157324,237.9,0.0,160.0,0.0,5.92592592593,0.0,1986.6
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,396.114104699,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,2.0,asymm_garage_wrench,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,12.2379499064,-12.2379499064,384.0,0.0,384.0,205.0,6.0,correction awayHandle,-80.0,-189.0,-0.454545454545,-5.90625,0.454545454545,90.3,-10.0,-213.0,-0.0568181818182,-6.65625,0.0568181818182,337.6,-32.0,-194.0,-0.181818181818,-6.0625,0.181818181818,2267.4
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,383.222281102,psycho,bouton 1,bouton 2,French,black,32.0,F,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,2.0,asymm_garage_mallet,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-27.0870747767,27.0870747767,384.0,0.0,384.0,-206.0,-7.0,correction awayHandle,75.0,204.0,0.46106557377,3.06,0.46106557377,178.7,48.0,211.0,0.295081967213,3.165,0.295081967213,4203.4,,,,,,
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,412.257360344,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,1.0,asymm_garage_chisel2,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,1.2057513206,-1.2057513206,384.0,0.0,384.0,214.0,6.0,correction awayHandle,14.0,-211.0,0.0807692307692,-7.19318181818,0.0807692307692,167.9,65.0,-202.0,0.375,-6.88636363636,0.375,1985.6,-50.0,-212.0,-0.288461538462,-7.22727272727,-0.288461538462,2534.8
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,335.727753622,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,2.0,asymm_kitchen_spoon2,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,12.0262630064,-12.0262630064,384.0,0.0,384.0,209.0,6.0,correction awayHandle,53.0,-203.0,0.301136363636,-4.7578125,-0.301136363636,92.1,-47.0,-208.0,-0.267045454545,-4.875,0.267045454545,170.6,1.0,-209.0,0.00568181818182,-4.8984375,-0.00568181818182,1705.7
NA,NA,overlap,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,434.365579042,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,2.0,asymm_kitchen_knife,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-16.5359119804,16.5359119804,384.0,0.0,384.0,185.0,5.0,correction awayHandle,-42.0,-196.0,-0.238185255198,-9.1875,0.238185255198,227.5,,,,,,,,,,,,
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,384.212064191,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,3.0,asymm_garage_hammer,no,3.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-49.2380396484,49.2380396484,384.0,0.0,384.0,229.0,6.0,correction awayHandle,2.0,-221.0,0.0120724346076,-3.43523316062,0.0120724346076,93.1,80.0,-226.0,0.482897384306,-3.51295336788,0.482897384306,276.6,54.0,-226.0,0.325955734406,-3.51295336788,0.325955734406,3034.9
NA,NA,control,NA,white,1.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,432.386347625,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,2.0,asymm_garage_paintbrush,no,2.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-33.2045987775,33.2045987775,384.0,0.0,384.0,183.0,5.0,correction awayHandle,-12.0,-173.0,-0.0680529300567,-5.35051546392,-0.0680529300567,176.9,65.0,-181.0,0.368620037807,-5.59793814433,0.368620037807,440.4,37.0,-173.0,0.209829867675,-5.35051546392,0.209829867675,3882.2
NA,NA,opposite,NA,white,1.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,377.80090765,psycho,bouton 1,bouton 2,French,black,32.0,A,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,2.0,asymm_kitchen_fork,no,2.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-31.5657354875,31.5657354875,384.0,0.0,384.0,-222.0,-7.0,correction awayHandle,-16.0,223.0,-0.0855614973262,6.89690721649,-0.0855614973262,241.7,,,,,,,,,,,,
